wrong_word,correct_word,review_label,review_reason,instances,unique_rows,wrong_in_processed_freq,correct_in_processed_freq,tweet_ids
جٓان,جان,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,71,406478
منو,منہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,71,312713
منہہ,منہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,71,437571
مو,منہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,71,438332
میڈیاٸی,میڈیا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,71,72259
جائین,جائیں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,70,461351
جائیں۔۔,جائیں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,70,20324
وط,وطن,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,70,210580
زراری,زرداری,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,68,20313
زردادی,زرداری,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,68,623273
طلبان,طالبان,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,68,665066
ٹابت,ثابت,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,68,461724
ھندستان,ہندوستان,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,65,63004
أرمی,آرمی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,63,495032
ژندہ,زندہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,62,237326
دونون,دونوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,61,427930
سہافی,صحافی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,60,285949
واسے,ویسے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,60,320617
باهر,باہر,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,59,457490
حرمی,حرامی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,59,286200
لعنتیی,لعنتی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,59,324068
لنتی,لعنتی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,59,285785
لنعتی,لعنتی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,59,43765
کراپٹ,کرپٹ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,59,493337
ہرامی,حرامی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,59,283559
یاھودی,یہودی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,58,603533
یہودن,یہودی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,58,6727
ڈین,دین,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,57,257711
رانڈی,رنڈی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,56,566168
غنڈی,رنڈی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,56,266007
لیں۔۔۔۔۔۔,لیں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,56,263615
چعل,چل,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,56,436231
ہمیشی,ہمیشہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,56,264156
زُبان,زبان,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,55,551096
بیتی,بیٹی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,54,573507
گیرت,غیرت,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,53,261215
بنجابیوں,پنجابیوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,52,22839
پنجابجوں,پنجابیوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,52,419151
کہی,کہیں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,49,645915
کیہں,کہیں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,49,210211
بہیں,بہن,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,48,506123
سیاتدانوں,سیاستدانوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,48,84850
سیاستدانو,سیاستدانوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,48,511688
ءملہ,حملہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,47,256056
بنیا,بنایا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,47,437035
تُباہ,تباہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,47,609522
حمله,حملہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,47,257384
اجنٹ,ایجنٹ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,46,288500
اجینٹ,ایجنٹ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,46,282748
جگی,جگہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,46,270532
یوتھنیوں,یوتھیوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,46,170052
یوتھییوں,یوتھیوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,46,287456
آٸین,آئین,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,45,266201
مسلمانون,مسلمانوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,45,427930
گندھی,گندی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,45,266461
گھندی,گندی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,45,50637
آفغانی,افغانی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,44,563221
افگاندی,افغانی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,44,80587
بکل,نکل,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,44,36854
تاکه,تاکہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,44,457490
تومتیں,تمہیں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,44,589918
تکے,تاکہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,44,520208
نلک,نکل,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,44,547660
کنجرا,کنجر,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,44,285927
کنجی,کنجر,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,44,631729
کنخر,کنجر,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,44,560201
کنچر,کنجر,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,44,417202
ہشت,دہشت,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,44,385425
خانی,خانہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,42,27483
مطابق؛,مطابق,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,41,268654
چوکا,چکا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,41,264156
حجرت,حضرت,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,40,12079
پٹرواڑی,پٹواری,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,40,241244
پٹــواری,پٹواری,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,40,197302
پٹوارں,پٹواری,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,40,628024
سوچھ,سوچ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,39,268492
نبوعت,نبوت,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,39,488291
چودری,چوہدری,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,39,463592
حیال,خیال,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,38,541931
شیہ,شیعہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,38,419956
انتھائی,انتہائی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,37,100768
دارکون؟,دار,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,37,377178
پٹواریون,پٹواریوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,37,84957
پٹوارییوں,پٹواریوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,37,180583
پھٹواریوں,پٹواریوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,37,137371
۔۔پٹواریوں,پٹواریوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,37,649323
بندہُ,بندہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,36,264915
نعفرت,نفرت,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,36,476532
پورہ,پورا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,36,608384
چایےء,چاہئے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,36,614017
پیپل,پیپلز,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,35,499537
ھوجائے,ہوجائے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,35,220567
بنگالیہوں,بنگالیوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,34,46144
شیطاں,شیطان,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,34,388704
ومروپے,روپے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,34,152267
آوا,آواز,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,33,240208
بہتہ,پیسہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,33,503430
بیسہ,پیسہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,33,401009
عداروں,غداروں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,33,611618
فرک,فرق,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,33,20016
کیہنا,کہنا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,33,645915
پوھنچ,پہنچ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,32,231068
ڈب,ڈوب,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,32,494050
جتنیا,جتنا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,31,268645
رسو,رسول,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,31,471590
الھی,الہی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,30,628561
بےغرتوں,بےغیرتوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,30,280861
تکیلف,تکلیف,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,30,582469
کڑور,کروڑ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,30,559355
تمہرا,تمہارا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,29,12224
ورتمہارا,تمہارا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,29,46639
۱سزا,سزا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,29,108096
جالئ,جعلی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,28,268948
لیفافے,لفافے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,28,268492
ہہودیوں,یہودیوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,28,310069
یخودیوں,یہودیوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,28,87597
یوتھیےبد,یوتھیے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,28,286754
یوتھے,یوتھیے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,28,12498
أخر,آخر,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,27,662197
اعلاج,علاج,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,27,268341
دلّال,دلال,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,27,659152
دَم,دم,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,27,555786
قبصہ,قبضہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,27,208883
اُردُو,اردو,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,26,551096
خزاب,کذاب,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,26,12079
سئور,سور,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,26,281627
کھپتان,کپتان,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,26,527548
سخط,سخت,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,25,84806
پٹرھ,پڑھ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,25,578543
چوکی,چکی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,25,264156
چگی,چکی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,25,503100
گدا,گدھا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,25,540383
ھاتھوں,ہاتھوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,25,425700
بنی۔,بنی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,24,660121
جیتنی,جتنی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,24,285738
جینم,جہنم,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,24,43582
حصاب,حساب,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,24,264878
چوتیاز,چوتیا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,24,85472
یوتھا,یوتھیا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,24,290450
یوتھیاز,یوتھیا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,24,85472
یھوتیا,چوتیا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,24,573507
خپر,خبر,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,23,649729
نجایز,ناجائز,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,23,624382
نیاد,نہاد,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,23,220485
حلت,حالت,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,22,10229
علاوھ,علاوہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,22,268948
بگھوڈا,بھگوڑا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,21,666296
بھنوں,بہنوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,21,469920
توہینات,توہین,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,21,449430
توہیں,توہین,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,21,18406
رامان,الرحمن,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,21,461575
سمجتھا,سمجھتا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,21,190406
صحیع,صحیح,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,21,184481
ویوڈیو,وڈیو,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,21,583173
پختوں,پختون,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,21,238428
پینکی,پنکی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,21,445713
گاشتي,گشتی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,21,608466
جائو,جاو,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,20,420625
دلّے,دلے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,20,86967
رھنا,رہنا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,20,440715
محغوظ,محفوظ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,20,269950
مزھبی,مذہبی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,20,660553
معامافیا,مافیا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,20,265863
کوتا,کھوتا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,20,432932
کُرسی,کرسی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,20,590444
بہول,بھول,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,19,630732
جھوٹھی,جھوٹی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,19,488291
دھشتگردی,دہشتگردی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,19,656671
غدادی,غداری,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,19,50142
نکاخ,نکاح,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,19,266194
کروبار,کاروبار,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,19,506055
ھوس,ہاؤس,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,19,86585
رایے,رائے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,18,423534
کلیے,کیلیے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,18,350484
حواب,خواب,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,17,266672
دُر,در,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,17,399278
سےامت,امت,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,17,398617
فاٸدہ,فائدہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,17,72259
کہی,کئی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,17,493337
بنیادو,بنیادی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,16,55303
بھنونک,بھونک,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,16,285716
بھونگ,بھونک,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,16,220116
بھوٹ,بوٹ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,16,458421
ذور,زور,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,16,355943
سورائیکی,سرائیکی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,16,465265
طواہف,طوائف,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,16,261221
ڈزل,ڈیزل,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,16,581810
ارام,آرام,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,15,264878
دارصل,دراصل,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,15,427930
رُو,رو,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,15,413809
مرانڈو,عمرانڈو,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,15,644864
منیر۔۔۔,منیر,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,15,1098
نتظار,انتظار,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,15,562448
ٹتو,ٹٹو,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,15,20163
پھضلو,فضلو,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,15,651105
پیسو,پیسوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,15,661013
چوتھیے,چوتیے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,15,210649
کماااااااااااال,کمال,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,15,150444
کنجرون,کنجروں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,15,664343
گس,گھس,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,15,269846
اغاز,آغاز,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,14,266282
جہــالت,جہالت,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,14,197302
درم,روم,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,14,285908
سھی,سہی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,14,631684
طارڑ,تارڑ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,14,647782
مشور,مشہور,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,14,3156
ٹؤیٹ,ٹوئیٹ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,14,665624
ٹارڑ,تارڑ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,14,416631
کانتیجہ,نتیجہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,14,103025
کیہتی,کہتی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,14,365562
ھے۔۔,ہے۔۔,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,14,80882
برابرشریک,برابر,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,13,603569
حکمرانط,حکمران,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,13,427732
خابیص,خبیث,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,13,266467
خالیء,خالی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,13,4959
خبیس,خبیث,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,13,427811
رذیل,زلیل,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,13,8834
زناہ,زنا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,13,661160
غریدا,غریدہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,13,261314
لفاگوں,لفافوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,13,272453
لگاے,لگائے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,13,380520
لیفافوں,لفافوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,13,269846
واعقئی,واقعی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,13,409187
ھیج,بھیج,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,13,436787
اصلحہ,اسلحہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,12,303903
داخواست,درخواست,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,12,20078
دیوگند,دیوبند,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,12,79406
لاین,لائن,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,12,369490
نکا,نکالے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,12,10197
کنٹیر,کنٹینر,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,12,270243
کولا,کھلا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,12,264631
گیرآج,گیراج,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,12,576244
ہزارو,ہزاروں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,12,20229
اڈیوز,آڈیوز,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,11,613130
بحاری,بخاری,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,11,466686
بھوکتا,بھونکتا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,11,348714
ثنااللّٰہ,ثنا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,11,265234
خُمینی,خمینی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,11,70473
دھوکی,دھوکے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,11,447979
صحافیون,صحافیوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,11,269868
ضایع,ضائع,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,11,508201
مہنگاٸی,مہنگائی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,11,659216
ٹوڑا,تھوڑا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,11,110044
پونہچے,پہنچے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,11,36845
چمیل,جمیل,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,11,309484
گزشدہ,گزشتہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,11,421644
یہودؔ,یہود,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,11,1291
آنکھو,آنکھوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,10,272235
آیے,آۓ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,10,110044
احتلام,احترام,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,10,247743
بددھے,بڈھے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,10,645683
بوںکنا,بھونکنا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,10,631729
بڈھن,بڈھے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,10,270380
بڑوآ,بھڑوا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,10,83748
بھکارئ,بھکاری,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,10,261648
بھکونا,بھونکنا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,10,285975
رضواں,رضوان,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,10,252409
رکضو,رکھو,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,10,369490
رہیتی,رہتی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,10,286921
شوری۔۔۔,شور,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,10,263615
غستاخی,گستاخی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,10,466129
قیامِ,قیام,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,10,610415
مرزاہیوں,مرزائیوں,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,10,211632
معاملا,معاملہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,10,360406
پانسی,پھانسی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,10,36790
ڈاٹ,ڈٹ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,10,20226
کروائ,کروائی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,10,417742
گُُستاخی,گستاخی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,10,211632
بنائ,بنائی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,9,362956
بنای,بنائی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,9,592447
بيزتی,بےعزتی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,9,12224
بیزتی,بےعزتی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,9,12224
تجـربـہ,تجربہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,9,20456
تجـربہ,تجربہ,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,9,20456
جایے,جاے,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,9,269913
داڈھی,داڑھی,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,9,14394
لہزا,لہذا,not_real_word_by_proxy,source token was not observed as a processed-corpus word,1,1,0,9,150004
