row_index,TweetId,occurrence_in_row,alignment_type,wrong_word,correct_word,review_label,review_reason,wrong_in_processed_freq,correct_in_processed_freq,wrong_in_original_freq,edit_distance,orthographic_variant,original_block,processed_block,CleanOriginal,CleanProcessed,TweetOriginal,TweetProcess
1446,159240,1,token_replace,آس,اس,probably_spelling_or_orthographic,"source also appears in processed corpus, but pair is a common orthographic variant",2,1379,4,1,True,آس,اس,مرزائوں تم مسلمانوں کی فکر نہ کرو تم لوگوں کو بتاؤ تمہارے مرزا خاندان کے اندر جو گندگی ہے آس کی بات کرو کنجرو,مرزائیوں تم مسلمانوں کی فکر نہ کرو تم لوگوں کو بتاؤ تمہارے مرزا خاندان کے اندر جو گندگی ہے اس کی بات کرو کنجرو,@pagli042 @tiger34989096 مرزائوں تم مسلمانوں کی فکر نہ کرو تم لوگوں کو بتاؤ تمہارے مرزا خاندان کے اندر جو گندگی ہے آس کی بات کرو کنجرو https://t.co/8Gw9Li1DNy,@pagli042 @tiger34989096 مرزائیوں تم مسلمانوں کی فکر نہ کرو تم لوگوں کو بتاؤ تمہارے مرزا خاندان کے اندر جو گندگی ہے اس کی بات کرو کنجرو 
1463,164641,1,token_replace,ہے۔,ہے,possible_real_word_candidate,source token appears somewhere in processed corpus; needs lexicon/human review,359,3080,377,1,False,ہے۔,ہے,اسامہ بن لادن مر چکا ہے مگر گجرات کا قصاب زندہ ہے، اور وہ اس وقت ہندوستان کا وزیر اعظم ہے۔ چیئرمین پاکستان پیپلز پارٹی و وزیر خارجہ بلاول بھٹو زرداری,اسامہ بن لادن مر چکا ہے مگر گجرات کا قصاب زندہ ہے، اور وہ اس وقت ہندوستان کا وزیر اعظم ہے چیئرمین پاکستان پیپلز پارٹی و وزیر خارجہ بلاول بھٹو زرداری,"@BBhuttoZardari @AajizDhamrah @antonioguterres @UN ""اسامہ بن لادن مر چکا ہے مگر گجرات کا قصاب زندہ ہے، اور وہ اس وقت ہندوستان کا وزیر اعظم ہے۔""
 چیئرمین پاکستان پیپلز پارٹی و وزیر خارجہ بلاول بھٹو زرداری",@BBhuttoZardari @AajizDhamrah @antonioguterres @UN اسامہ بن لادن مر چکا ہے مگر گجرات کا قصاب زندہ ہے، اور وہ اس وقت ہندوستان کا وزیر اعظم ہے چیئرمین پاکستان پیپلز پارٹی و وزیر خارجہ بلاول بھٹو زرداری
1472,168178,1,token_replace,کوئ,کوئی,possible_real_word_candidate,source token appears somewhere in processed corpus; needs lexicon/human review,18,443,54,1,False,کوئ,کوئی,وزیر اعلی ہے وہ گدھے۔ اور تمھارے باپ کےپاس اس وقت کوئ سرکاری عہدہ نہیں,وزیر اعلی ہے وہ گدھے ۔ اور تمھارے باپ کے پاس اس وقت کوئی سرکاری عہدہ نہیں,@AnwarLodhi وزیر اعلی ہے وہ گدھے۔ اور تمھارے باپ کےپاس اس وقت کوئ سرکاری عہدہ نہیں,@AnwarLodhi وزیر اعلی ہے وہ گدھے ۔ اور تمھارے باپ کے پاس اس وقت کوئی سرکاری عہدہ نہیں
1480,169659,1,token_replace,ک,کی,possible_real_word_candidate,source token appears somewhere in processed corpus; needs lexicon/human review,10,3360,16,1,False,ک,کی,شہید ذروالفقار علی بھٹو کے نواسے کا بڑا انٹرویو بھارتی وزیراعظم مودی ک اصلیت دنیا کے سامنے کھول دی اسامہ بن لادن مر چکا ہے مگر گجرات کا قصاب زندہ ہے، اور وہ اس وقت ہندوستان کا وزیر اعظم ہے۔ چیئرمین پاکستان پیپلز پارٹی و وزیر خارجہ بلاول بھٹو زرداری,شہید ذروالفقار علی بھٹو کے نواسے کا بڑا انٹرویو بھارتی وزیراعظم مودی کی اصلیت دنیا کے سامنے کھول دی اسامہ بن لادن مر چکا ہے مگر گجرات کا قصاب زندہ ہے، اور وہ اس وقت ہندوستان کا وزیر اعظم ہے۔ چیئرمین پاکستان پیپلز پارٹی و وزیر خارجہ بلاول بھٹو زرداری,"شہید ذروالفقار علی بھٹو کے نواسے کا بڑا انٹرویو
بھارتی وزیراعظم مودی ک اصلیت دنیا کے سامنے کھول دی
""اسامہ بن لادن مر چکا ہے مگر گجرات کا قصاب زندہ ہے، اور وہ اس وقت ہندوستان کا وزیر اعظم ہے۔""
 چیئرمین پاکستان پیپلز پارٹی و وزیر خارجہ بلاول بھٹو زرداری
@BBhuttoZardari https://t.co/yW3FOIvHPL","شہید ذروالفقار علی بھٹو کے نواسے کا بڑا انٹرویو
بھارتی وزیراعظم مودی کی اصلیت دنیا کے سامنے کھول دی
""اسامہ بن لادن مر چکا ہے مگر گجرات کا قصاب زندہ ہے، اور وہ اس وقت ہندوستان کا وزیر اعظم ہے۔""
 چیئرمین پاکستان پیپلز پارٹی و وزیر خارجہ بلاول بھٹو زرداری
@BBhuttoZardari https://t.co/yW3FOIvHPL"
1503,170294,1,token_replace,تھوڑنے,توڑنے,possible_real_word_candidate,source token appears somewhere in processed corpus; needs lexicon/human review,1,13,3,1,False,تھوڑنے,توڑنے,آج اسمبلیاں تھوڑنے والا تھا لیکن ہتھوڑا پنکی لے گئی تھی کسی کے گھر کا تالہ تھوڑنے نیازی کا قوم چوتیا سے خطاب,آج اسمبلیاں توڑنے والا تھا لیکن ہتھوڑا پنکی لے گئی تھی کسی کے گھر کا تالہ توڑنے نیازی کا قوم چوتیا سے خطاب,"آج اسمبلیاں تھوڑنے والا تھا لیکن ہتھوڑا پنکی لے گئی تھی کسی کے گھر کا تالہ تھوڑنے
نیازی کا قوم چوتیا سے خطاب
#مرشد_چورنی","آج اسمبلیاں توڑنے والا تھا لیکن ہتھوڑا پنکی لے گئی تھی کسی کے گھر کا تالہ توڑنے نیازی کا قوم چوتیا سے خطاب
"
1503,170294,2,token_replace,تھوڑنے,توڑنے,possible_real_word_candidate,source token appears somewhere in processed corpus; needs lexicon/human review,1,13,3,1,False,تھوڑنے,توڑنے,آج اسمبلیاں تھوڑنے والا تھا لیکن ہتھوڑا پنکی لے گئی تھی کسی کے گھر کا تالہ تھوڑنے نیازی کا قوم چوتیا سے خطاب,آج اسمبلیاں توڑنے والا تھا لیکن ہتھوڑا پنکی لے گئی تھی کسی کے گھر کا تالہ توڑنے نیازی کا قوم چوتیا سے خطاب,"آج اسمبلیاں تھوڑنے والا تھا لیکن ہتھوڑا پنکی لے گئی تھی کسی کے گھر کا تالہ تھوڑنے
نیازی کا قوم چوتیا سے خطاب
#مرشد_چورنی","آج اسمبلیاں توڑنے والا تھا لیکن ہتھوڑا پنکی لے گئی تھی کسی کے گھر کا تالہ توڑنے نیازی کا قوم چوتیا سے خطاب
"
1533,170608,1,token_replace,لیک,لیگ,possible_real_word_candidate,source token appears somewhere in processed corpus; needs lexicon/human review,18,86,20,1,False,لیک,لیگ,جاہل چور ٹبربس ن لیک ہے,جاہل چور ٹبر بس ن لیگ ہے,@hinaparvezbutt جاہل چور ٹبربس ن لیک ہے,@hinaparvezbutt جاہل چور ٹبر بس ن لیگ ہے
1645,184768,1,token_replace,کوئ,کوئی,possible_real_word_candidate,source token appears somewhere in processed corpus; needs lexicon/human review,18,443,54,1,False,کوئ,کوئی,یا اللہ اس دن کا پائلٹ کوئ راشد منہاس کی نسل سے ہو اس غدار کو اس کی اس ہندہ بیٹی سمیت آسمان میں ہی فنا کر دے۔آمین,یا اللہ اس دن کا پائلٹ کوئی راشد منہاس کی نسل سے ہو اس غدار کو اس کی اس ہندہ بیٹی سمیت آسمان میں ہی فنا کر دے۔آمین,@CSMR786 یا اللہ اس دن کا پائلٹ کوئ راشد منہاس کی نسل سے ہو اس غدار کو اس کی اس ہندہ بیٹی سمیت آسمان میں ہی فنا کر دے۔آمین,@CSMR786 یا اللہ اس دن کا پائلٹ کوئی راشد منہاس کی نسل سے ہو اس غدار کو اس کی اس ہندہ بیٹی سمیت آسمان میں ہی فنا کر دے۔آمین
1650,186961,1,token_replace,رھے,رہے,probably_spelling_or_orthographic,"source also appears in processed corpus, but pair is a common orthographic variant",30,438,30,1,True,رھے ھیں,رہے ہیں,یہ فون سیکس کر رھے ھیں بُہت ہی اخیر قسم کا بغیرت آدمی ہے اگر یہ آڈیو صحیح ہے تو,یہ فون سیکس کر رہے ہیں بُہت ہی اخیر قسم کا بغیرت آدمی ہے اگر یہ آڈیو صحیح ہے تو,"@sufyAhmad2 @Aadiiroy2 یہ فون سیکس کر رھے ھیں😳
بُہت ہی اخیر قسم کا بغیرت آدمی ہے اگر یہ آڈیو صحیح ہے تو","@sufyAhmad2 @Aadiiroy2 یہ فون سیکس کر رہے ہیں😳
بُہت ہی اخیر قسم کا بغیرت آدمی ہے اگر یہ آڈیو صحیح ہے تو"
1650,186961,1,token_replace,ھیں,ہیں,probably_spelling_or_orthographic,"source also appears in processed corpus, but pair is a common orthographic variant",89,1419,91,1,True,رھے ھیں,رہے ہیں,یہ فون سیکس کر رھے ھیں بُہت ہی اخیر قسم کا بغیرت آدمی ہے اگر یہ آڈیو صحیح ہے تو,یہ فون سیکس کر رہے ہیں بُہت ہی اخیر قسم کا بغیرت آدمی ہے اگر یہ آڈیو صحیح ہے تو,"@sufyAhmad2 @Aadiiroy2 یہ فون سیکس کر رھے ھیں😳
بُہت ہی اخیر قسم کا بغیرت آدمی ہے اگر یہ آڈیو صحیح ہے تو","@sufyAhmad2 @Aadiiroy2 یہ فون سیکس کر رہے ہیں😳
بُہت ہی اخیر قسم کا بغیرت آدمی ہے اگر یہ آڈیو صحیح ہے تو"
1652,187855,1,token_replace,آرہے,آ,possible_real_word_candidate,source token appears somewhere in processed corpus; needs lexicon/human review,6,142,11,3,False,آرہے ہیں۔ اور,آ رہے ہیں۔اور,پچھلے سال سوات میں پُورے پاکستان سے سیاح آرہے تھے اور اس سال سوات میں پُورے افغانستان سے دہشت گرد طالبان آرہے ہیں۔ اور دہشت گردوں کو لانے والے وہ ہیں جنکو رکھوالی کے لیے رکھا ہوا ہے۔,پچھلے سال سوات میں پُورے پاکستان سے سیاح آرہے تھے اور اس سال سوات میں پُورے افغانستان سے دہشت گرد طالبان آ رہے ہیں۔اور دہشت گردوں کو لانے والے وہ ہیں جنکو رکھوالی کے لیے رکھا ہوا ہے۔,"پچھلے سال سوات میں پُورے پاکستان سے سیاح آرہے تھے اور اس سال سوات میں پُورے افغانستان سے دہشت گرد طالبان آرہے ہیں۔

اور دہشت گردوں کو لانے والے وہ ہیں جنکو رکھوالی کے لیے رکھا ہوا ہے۔",پچھلے سال سوات میں پُورے پاکستان سے سیاح آرہے تھے اور اس سال سوات میں پُورے افغانستان سے دہشت گرد طالبان آ رہے ہیں۔اور دہشت گردوں کو لانے والے وہ ہیں جنکو رکھوالی کے لیے رکھا ہوا ہے۔
1652,187855,1,token_replace,ہیں۔,رہے,possible_real_word_candidate,source token appears somewhere in processed corpus; needs lexicon/human review,199,438,197,4,False,آرہے ہیں۔ اور,آ رہے ہیں۔اور,پچھلے سال سوات میں پُورے پاکستان سے سیاح آرہے تھے اور اس سال سوات میں پُورے افغانستان سے دہشت گرد طالبان آرہے ہیں۔ اور دہشت گردوں کو لانے والے وہ ہیں جنکو رکھوالی کے لیے رکھا ہوا ہے۔,پچھلے سال سوات میں پُورے پاکستان سے سیاح آرہے تھے اور اس سال سوات میں پُورے افغانستان سے دہشت گرد طالبان آ رہے ہیں۔اور دہشت گردوں کو لانے والے وہ ہیں جنکو رکھوالی کے لیے رکھا ہوا ہے۔,"پچھلے سال سوات میں پُورے پاکستان سے سیاح آرہے تھے اور اس سال سوات میں پُورے افغانستان سے دہشت گرد طالبان آرہے ہیں۔

اور دہشت گردوں کو لانے والے وہ ہیں جنکو رکھوالی کے لیے رکھا ہوا ہے۔",پچھلے سال سوات میں پُورے پاکستان سے سیاح آرہے تھے اور اس سال سوات میں پُورے افغانستان سے دہشت گرد طالبان آ رہے ہیں۔اور دہشت گردوں کو لانے والے وہ ہیں جنکو رکھوالی کے لیے رکھا ہوا ہے۔
1652,187855,1,token_replace,اور,ہیں۔اور,possible_real_word_candidate,source token appears somewhere in processed corpus; needs lexicon/human review,2799,2,2624,4,False,آرہے ہیں۔ اور,آ رہے ہیں۔اور,پچھلے سال سوات میں پُورے پاکستان سے سیاح آرہے تھے اور اس سال سوات میں پُورے افغانستان سے دہشت گرد طالبان آرہے ہیں۔ اور دہشت گردوں کو لانے والے وہ ہیں جنکو رکھوالی کے لیے رکھا ہوا ہے۔,پچھلے سال سوات میں پُورے پاکستان سے سیاح آرہے تھے اور اس سال سوات میں پُورے افغانستان سے دہشت گرد طالبان آ رہے ہیں۔اور دہشت گردوں کو لانے والے وہ ہیں جنکو رکھوالی کے لیے رکھا ہوا ہے۔,"پچھلے سال سوات میں پُورے پاکستان سے سیاح آرہے تھے اور اس سال سوات میں پُورے افغانستان سے دہشت گرد طالبان آرہے ہیں۔

اور دہشت گردوں کو لانے والے وہ ہیں جنکو رکھوالی کے لیے رکھا ہوا ہے۔",پچھلے سال سوات میں پُورے پاکستان سے سیاح آرہے تھے اور اس سال سوات میں پُورے افغانستان سے دہشت گرد طالبان آ رہے ہیں۔اور دہشت گردوں کو لانے والے وہ ہیں جنکو رکھوالی کے لیے رکھا ہوا ہے۔
1662,190123,1,token_replace,گٸی,گی,possible_real_word_candidate,source token appears somewhere in processed corpus; needs lexicon/human review,2,167,3,1,False,گٸی,گی,رواں حاجی افضل انصاری کے کزن ظریف انصاری کےبیٹےحمزہ انصاری کی شادی مبلغ اسلام پروفیسرڈاکٹر طاہر القادری کی پوتی کے ساتھ کنیڈا میں بخیرو خوبی سر انجام پاگٸی بارات ناروے سے کنیڈا گٸی اللہ پاک آقا کریم صلی اللہ علیہ وآلہ وسلم کے نعلین پاک کے وسیلے سے قبلہ ح,رواں حاجی افضل انصاری کے کزن ظریف انصاری کے بیٹے حمزہ انصاری کی شادی مبلغ اسلام پروفیسر ڈاکٹر طاہر القادری کی پوتی کے ساتھ کنیڈا میں بخیر و خوبی سر انجام پاگی بارات ناروے سے کنیڈا گی اللہ پاک آقا کریم صلی اللہ علیہ وآلہ وسلم کے نعلین پاک کے وسیلے سے قبلہ,"رواں حاجی افضل انصاری کے کزن ظریف انصاری کےبیٹےحمزہ انصاری کی شادی مبلغ اسلام پروفیسرڈاکٹر طاہر القادری کی پوتی کے ساتھ کنیڈا میں بخیرو خوبی سر انجام پاگٸی بارات ناروے سے کنیڈا گٸی

اللہ پاک آقا کریم صلی اللہ علیہ وآلہ وسلم کے نعلین پاک کے وسیلے سے قبلہ ح","رواں حاجی افضل انصاری کے کزن ظریف انصاری کے بیٹے حمزہ انصاری کی شادی مبلغ اسلام پروفیسر ڈاکٹر طاہر القادری کی پوتی کے ساتھ کنیڈا میں بخیر و خوبی سر انجام پاگی بارات ناروے سے کنیڈا گی

اللہ پاک آقا کریم صلی اللہ علیہ وآلہ وسلم کے نعلین پاک کے وسیلے سے قبلہ"
1707,190638,1,token_replace,لی,کی,possible_real_word_candidate,source token appears somewhere in processed corpus; needs lexicon/human review,35,3360,34,1,False,لی,کی,مسلمانوں کی نماز تو نماز ہے لیکن قادیانیوں لی عبادت کا مطلب فحاشی اور غلاظت ہے تمہاری نماز کا تو خشوع یہ ہے تم کیا چاہتے ہو تم کھلے عام شیطانی عبادت گاہیں کھول لو اور وہاں کھلے عام یہ کرو استغفراللہ,مسلمانوں کی نماز تو نماز ہے لیکن قادیانیوں کی عبادت کا مطلب فحاشی اور غلاظت ہے تمہاری نماز کا تو خشوع یہ ہے تم کیا چاہتے ہو تم کھلے عام شیطانی عبادت گاہیں کھول لو اور وہاں کھلے عام یہ کرو استغفر اللہ,"@HerrButt @komal_106_ مسلمانوں کی نماز  تو نماز  ہے
لیکن قادیانیوں لی عبادت کا مطلب فحاشی اور غلاظت ہے
تمہاری نماز کا تو خشوع یہ ہے  تم کیا چاہتے ہو تم. کھلے عام شیطانی عبادت گاہیں کھول لو اور وہاں کھلے عام یہ کرو
استغفراللہ https://t.co/G5E5TWnwII",@HerrButt @komal_106_ مسلمانوں کی نماز  تو نماز  ہے لیکن قادیانیوں کی عبادت کا مطلب فحاشی اور غلاظت ہے تمہاری نماز کا تو خشوع یہ ہے  تم کیا چاہتے ہو تم. کھلے عام شیطانی عبادت گاہیں کھول لو اور وہاں کھلے عام یہ کرو استغفر اللہ 
1717,191757,1,token_replace,نہی,نہیں,possible_real_word_candidate,source token appears somewhere in processed corpus; needs lexicon/human review,48,1576,79,1,False,نہی,نہیں,مخترمہ قادیانی اقلیت نہی کے آئین میں قادیانی کافر ہے پاکستان میں مسجد نہی بنا سکتا اپنے مزہب کی تبلیغ نہی کر سکتا پاکستانی آئین کو قادیانی نہی مانتے یہ فتنہ ہے قادیانی آپ کی سوچ پر ؟؟؟,مخترمہ قادیانی اقلیت نہیں کے آئین میں قادیانی کافر ہے پاکستان میں مسجد نہیں بنا سکتا اپنے مذہب کی تبلیغ نہیں کر سکتا پاکستانی آئین کو قادیانی نہیں مانتے یہ فتنہ ہے قادیانی آپ کی سوچ پر ؟؟؟,@Cast_Awayyyy مخترمہ قادیانی اقلیت نہی 1974 کے آئین میں قادیانی کافر ہے پاکستان میں مسجد نہی بنا سکتا اپنے مزہب کی تبلیغ نہی کر سکتا پاکستانی آئین کو قادیانی نہی مانتے یہ فتنہ ہے قادیانی آپ کی سوچ پر 🖐️؟؟؟,@Cast_Awayyyy مخترمہ قادیانی اقلیت نہیں 1974 کے آئین میں قادیانی کافر ہے پاکستان میں مسجد نہیں بنا سکتا اپنے مذہب کی تبلیغ نہیں کر سکتا پاکستانی آئین کو قادیانی نہیں مانتے یہ فتنہ ہے قادیانی آپ کی سوچ پر 🖐️؟؟؟
1717,191757,2,token_replace,نہی,نہیں,possible_real_word_candidate,source token appears somewhere in processed corpus; needs lexicon/human review,48,1576,79,1,False,نہی,نہیں,مخترمہ قادیانی اقلیت نہی کے آئین میں قادیانی کافر ہے پاکستان میں مسجد نہی بنا سکتا اپنے مزہب کی تبلیغ نہی کر سکتا پاکستانی آئین کو قادیانی نہی مانتے یہ فتنہ ہے قادیانی آپ کی سوچ پر ؟؟؟,مخترمہ قادیانی اقلیت نہیں کے آئین میں قادیانی کافر ہے پاکستان میں مسجد نہیں بنا سکتا اپنے مذہب کی تبلیغ نہیں کر سکتا پاکستانی آئین کو قادیانی نہیں مانتے یہ فتنہ ہے قادیانی آپ کی سوچ پر ؟؟؟,@Cast_Awayyyy مخترمہ قادیانی اقلیت نہی 1974 کے آئین میں قادیانی کافر ہے پاکستان میں مسجد نہی بنا سکتا اپنے مزہب کی تبلیغ نہی کر سکتا پاکستانی آئین کو قادیانی نہی مانتے یہ فتنہ ہے قادیانی آپ کی سوچ پر 🖐️؟؟؟,@Cast_Awayyyy مخترمہ قادیانی اقلیت نہیں 1974 کے آئین میں قادیانی کافر ہے پاکستان میں مسجد نہیں بنا سکتا اپنے مذہب کی تبلیغ نہیں کر سکتا پاکستانی آئین کو قادیانی نہیں مانتے یہ فتنہ ہے قادیانی آپ کی سوچ پر 🖐️؟؟؟
1717,191757,1,token_replace,مزہب,مذہب,possible_real_word_candidate,source token appears somewhere in processed corpus; needs lexicon/human review,1,24,5,1,False,مزہب,مذہب,مخترمہ قادیانی اقلیت نہی کے آئین میں قادیانی کافر ہے پاکستان میں مسجد نہی بنا سکتا اپنے مزہب کی تبلیغ نہی کر سکتا پاکستانی آئین کو قادیانی نہی مانتے یہ فتنہ ہے قادیانی آپ کی سوچ پر ؟؟؟,مخترمہ قادیانی اقلیت نہیں کے آئین میں قادیانی کافر ہے پاکستان میں مسجد نہیں بنا سکتا اپنے مذہب کی تبلیغ نہیں کر سکتا پاکستانی آئین کو قادیانی نہیں مانتے یہ فتنہ ہے قادیانی آپ کی سوچ پر ؟؟؟,@Cast_Awayyyy مخترمہ قادیانی اقلیت نہی 1974 کے آئین میں قادیانی کافر ہے پاکستان میں مسجد نہی بنا سکتا اپنے مزہب کی تبلیغ نہی کر سکتا پاکستانی آئین کو قادیانی نہی مانتے یہ فتنہ ہے قادیانی آپ کی سوچ پر 🖐️؟؟؟,@Cast_Awayyyy مخترمہ قادیانی اقلیت نہیں 1974 کے آئین میں قادیانی کافر ہے پاکستان میں مسجد نہیں بنا سکتا اپنے مذہب کی تبلیغ نہیں کر سکتا پاکستانی آئین کو قادیانی نہیں مانتے یہ فتنہ ہے قادیانی آپ کی سوچ پر 🖐️؟؟؟
1717,191757,3,token_replace,نہی,نہیں,possible_real_word_candidate,source token appears somewhere in processed corpus; needs lexicon/human review,48,1576,79,1,False,نہی,نہیں,مخترمہ قادیانی اقلیت نہی کے آئین میں قادیانی کافر ہے پاکستان میں مسجد نہی بنا سکتا اپنے مزہب کی تبلیغ نہی کر سکتا پاکستانی آئین کو قادیانی نہی مانتے یہ فتنہ ہے قادیانی آپ کی سوچ پر ؟؟؟,مخترمہ قادیانی اقلیت نہیں کے آئین میں قادیانی کافر ہے پاکستان میں مسجد نہیں بنا سکتا اپنے مذہب کی تبلیغ نہیں کر سکتا پاکستانی آئین کو قادیانی نہیں مانتے یہ فتنہ ہے قادیانی آپ کی سوچ پر ؟؟؟,@Cast_Awayyyy مخترمہ قادیانی اقلیت نہی 1974 کے آئین میں قادیانی کافر ہے پاکستان میں مسجد نہی بنا سکتا اپنے مزہب کی تبلیغ نہی کر سکتا پاکستانی آئین کو قادیانی نہی مانتے یہ فتنہ ہے قادیانی آپ کی سوچ پر 🖐️؟؟؟,@Cast_Awayyyy مخترمہ قادیانی اقلیت نہیں 1974 کے آئین میں قادیانی کافر ہے پاکستان میں مسجد نہیں بنا سکتا اپنے مذہب کی تبلیغ نہیں کر سکتا پاکستانی آئین کو قادیانی نہیں مانتے یہ فتنہ ہے قادیانی آپ کی سوچ پر 🖐️؟؟؟
1717,191757,4,token_replace,نہی,نہیں,possible_real_word_candidate,source token appears somewhere in processed corpus; needs lexicon/human review,48,1576,79,1,False,نہی,نہیں,مخترمہ قادیانی اقلیت نہی کے آئین میں قادیانی کافر ہے پاکستان میں مسجد نہی بنا سکتا اپنے مزہب کی تبلیغ نہی کر سکتا پاکستانی آئین کو قادیانی نہی مانتے یہ فتنہ ہے قادیانی آپ کی سوچ پر ؟؟؟,مخترمہ قادیانی اقلیت نہیں کے آئین میں قادیانی کافر ہے پاکستان میں مسجد نہیں بنا سکتا اپنے مذہب کی تبلیغ نہیں کر سکتا پاکستانی آئین کو قادیانی نہیں مانتے یہ فتنہ ہے قادیانی آپ کی سوچ پر ؟؟؟,@Cast_Awayyyy مخترمہ قادیانی اقلیت نہی 1974 کے آئین میں قادیانی کافر ہے پاکستان میں مسجد نہی بنا سکتا اپنے مزہب کی تبلیغ نہی کر سکتا پاکستانی آئین کو قادیانی نہی مانتے یہ فتنہ ہے قادیانی آپ کی سوچ پر 🖐️؟؟؟,@Cast_Awayyyy مخترمہ قادیانی اقلیت نہیں 1974 کے آئین میں قادیانی کافر ہے پاکستان میں مسجد نہیں بنا سکتا اپنے مذہب کی تبلیغ نہیں کر سکتا پاکستانی آئین کو قادیانی نہیں مانتے یہ فتنہ ہے قادیانی آپ کی سوچ پر 🖐️؟؟؟
1772,200283,1,token_replace,یوتھئیے,یوتھیے,possible_real_word_candidate,source token appears somewhere in processed corpus; needs lexicon/human review,1,28,3,1,False,یوتھئیے,یوتھیے,گیلا ڈالوں یا ڈرائی ڈالوں؟ پین چود یوتھئیے اسے باجیاں اور ممائیں پیش کرتے نہیں تھکتے,گیلا ڈالوں یا ڈرائی ڈالوں؟ پین چود یوتھیے اسے باجیاں اور ممائیں پیش کرتے نہیں تھکتے,"@ali_axhar گیلا ڈالوں یا ڈرائی ڈالوں؟
پین چود یوتھئیے اسے باجیاں اور ممائیں پیش کرتے نہیں تھکتے",@ali_axhar گیلا ڈالوں یا ڈرائی ڈالوں؟ پین چود یوتھیے اسے باجیاں اور ممائیں پیش کرتے نہیں تھکتے
1782,200382,1,token_replace,کوی,کوئی,possible_real_word_candidate,source token appears somewhere in processed corpus; needs lexicon/human review,5,443,8,1,False,کوی,کوئی,آج کے پاکستان میں کسی کی جان و مال و عزت نا گھر میں محفوظ ہے اور نا گھر کے باہر۔ بے شرم اور بے غیرت لوگوں کو کوی پرواہ نہیں۔یہ لوگ بڑے خوش ہیں اور زندگی کے مزے لوٹ رہےہیں۔ غلامی، بے غیرتی اور بے شرمی کا الگ نشہ ہے۔کوی جمھوریت بیچ رہا ہے،کوی مزھب بیچ رہا اور کوی قومیت۔سب منافق ہیں,آج کے پاکستان میں کسی کی جان و مال و عزت نا گھر میں محفوظ ہے اور نا گھر کے باہر۔ بےشرم اور بےغیرت لوگوں کو کوی پرواہ نہیں۔یہ لوگ بڑے خوش ہیں اور زندگی کے مزے لوٹ رہےہیں۔ غلامی، بےغیرتی اور بے شرمی کا الگ نشہ ہے۔کوی جمھوریت بیچ رہا ہے،کوئ مزہب بیچ رہا اور کوئی قومیت۔سب منافق ہیں,"آج کے پاکستان میں کسی کی جان و مال و عزت نا گھر میں محفوظ ہے اور نا گھر کے باہر۔
بے شرم اور بے غیرت لوگوں کو کوی پرواہ نہیں۔یہ لوگ بڑے خوش ہیں اور زندگی کے مزے لوٹ رہےہیں۔
غلامی، بے غیرتی اور بے شرمی کا الگ نشہ ہے۔کوی جمھوریت بیچ رہا ہے،کوی مزھب بیچ رہا اور کوی قومیت۔سب منافق ہیں","آج کے پاکستان میں کسی کی جان و مال و عزت نا گھر میں محفوظ ہے اور نا گھر کے باہر۔
بےشرم اور بےغیرت لوگوں کو کوی پرواہ نہیں۔یہ لوگ بڑے خوش ہیں اور زندگی کے مزے لوٹ رہےہیں۔
غلامی، بےغیرتی اور بے شرمی کا الگ نشہ ہے۔کوی جمھوریت بیچ رہا ہے،کوئ  مزہب بیچ رہا اور کوئی قومیت۔سب منافق ہیں"
1788,200432,1,token_replace,ھو,ہو,probably_spelling_or_orthographic,"source also appears in processed corpus, but pair is a common orthographic variant",103,893,90,1,True,ھو,ہو,اس جعلی ڈاکٹر کا اڀنا حال دیکھو کھا کھا کے گدھا ھو گیا اور ھم کو ڀیزا اور سموسے کی کیلوریز گنواتا ھے,اس جعلی ڈاکٹر کا اڀنا حال دیکھو کھا کھا کے گدھا ہو گیا اور ہم کو ڀیزا اور سموسے کی کیلوریز گنواتا ہے,اس جعلی ڈاکٹر کا اڀنا حال دیکھو کھا کھا کے گدھا ھو گیا اور ھم کو ڀیزا اور سموسے کی کیلوریز گنواتا ھے https://t.co/Y6gT4sfvdF,اس جعلی ڈاکٹر کا اڀنا حال دیکھو کھا کھا کے گدھا ہو گیا اور ہم کو ڀیزا اور سموسے کی کیلوریز گنواتا ہے 
1788,200432,1,token_replace,ھم,ہم,probably_spelling_or_orthographic,"source also appears in processed corpus, but pair is a common orthographic variant",20,376,25,1,True,ھم,ہم,اس جعلی ڈاکٹر کا اڀنا حال دیکھو کھا کھا کے گدھا ھو گیا اور ھم کو ڀیزا اور سموسے کی کیلوریز گنواتا ھے,اس جعلی ڈاکٹر کا اڀنا حال دیکھو کھا کھا کے گدھا ہو گیا اور ہم کو ڀیزا اور سموسے کی کیلوریز گنواتا ہے,اس جعلی ڈاکٹر کا اڀنا حال دیکھو کھا کھا کے گدھا ھو گیا اور ھم کو ڀیزا اور سموسے کی کیلوریز گنواتا ھے https://t.co/Y6gT4sfvdF,اس جعلی ڈاکٹر کا اڀنا حال دیکھو کھا کھا کے گدھا ہو گیا اور ہم کو ڀیزا اور سموسے کی کیلوریز گنواتا ہے 
