TweetId,TweetOriginal,TweetProcess
85881,اس کی ماں کو ***** اور سینٹر تمھاری کو بھی کسی رندی کے بچے۔ https://t.co/rNsATinp6H,"اس کی ماں کو ***** اور سینٹر تمھاری کو بھی کسی رندی کے بچے۔ "
85891,"@HamidMirPAK میر  ساب  منافقت میں آپ  فضلو  سے بھی آگے  ہیں ۔خیر  اپنے الفاظ یاد  ہوں  گے ۔
""عمران خان نے نہیں بلکہ اسٹیبلیشمنٹ نے میرا پروگرام بند کرایا "" 
یہی آپ  نے کہا  تھا پھر آج","@HamidMirPAK میر  ساب  منافقت میں آپ  فضلو  سے بھی آگے  ہیں ۔خیر  اپنے الفاظ یاد  ہوں  گے ۔
""عمران خان نے نہیں بلکہ اسٹیبلیشمنٹ نے میرا پروگرام بند کرایا "" 
یہی آپ  نے کہا  تھا پھر آج"
85930,اسلام کے ٹھیکیداروں ڈوب مرو مگر اس کے کیلئے بھی تھوڑی بہت شرم ہونا لازمی ہے https://t.co/OfCwdOLJQ7,"اسلام کے ٹھیکیداروں ڈوب مرو مگر اس کے کیلئے بھی تھوڑی بہت شرم ہونا لازمی ہے "
85935,@AliAhmadAwan_ جھوٹ بول رہا ہے ، فوج سے بڑا جھوٹا کوئ نہی ہے پاکستان میں-,@AliAhmadAwan_ جھوٹ بول رہا ہے ، فوج سے بڑا جھوٹا کوئی نہیں ہے پاکستان میں -
85961,"@UmarCheema1 قسم لے لیں جو دنیا میں کہیں ایسی چھچوری صحافت ہوتی ہو

ملک میں اس وقت پیٹرول خریدنے کے پیسے نہیں ، مہنگائی سے غریب کی کمر ٹوٹ گئی، لیکن مجال ہے جو ان طوائیفوں نے ناچنا بند کیا ہو
پندرہ 20 کروڑ کی گھڑی کے پیچھے مرے جارہے ہیں ،اگلوں نے اپنے کیس پر کیس بند کروادئیے

کنجر خانہ بنادیا","@UmarCheema1 قسم لے لیں جو دنیا میں کہیں ایسی چھچوری صحافت ہوتی ہو

ملک میں اس وقت پیٹرول خریدنے کے پیسے نہیں ، مہنگائی سے غریب کی کمر ٹوٹ گئی، لیکن مجال ہے جو ان طوائیفوں نے ناچنا بند کیا ہو
پندرہ 20 کروڑ کی گھڑی کے پیچھے مرے جارہے ہیں ،اگلوں نے اپنے کیس پر کیس بند کروادئیے

کنجر خانہ بنادیا"
85977,شہباز حکومت کی رخصتی کی بنیاد پڑ گئی چوہدریوں نے راناثنااللہ کی سیاسی رش... https://t.co/o5Wa0ZycVT via @YouTube,شہباز حکومت کی رخصتی کی بنیاد پڑ گئی چوہدریوں نے رانا ثنا اللہ کی سیاسی رش...  via @YouTube
86022,مرتضی وہاب ایک ایسا ایڈمنسٹریٹر جس پر کراچی نے بھرپور تنقید کی ۔ سابق ایڈمنسٹریٹر نے ثابت کیا کہ تنقید برداشت کرنے کا حوصلہ رکھتے ہیں ۔ آپ کا دور بہتر رہا ۔ کراچی کے بیٹے کو ہماری طرف سے مستقبل میں بھرپور کامیابیوں کے لیئے ڈھیروں دعائیں @murtazawahab1,مرتضی وہاب ایک ایسا ایڈمنسٹریٹر جس پر کراچی نے بھرپور تنقید کی ۔ سابق ایڈمنسٹریٹر نے ثابت کیا کہ تنقید برداشت کرنے کا حوصلہ رکھتے ہیں ۔ آپ کا دور بہتر رہا ۔ کراچی کے بیٹے کو ہماری طرف سے مستقبل میں بھرپور کامیابیوں کے لیئے ڈھیروں دعائیں @murtazawahab1
86037,"جن لوگوں کو نواز شریف اور مسلم لیگ ن سے تکلیف ہے
👇
انشاءاللہ ہم ان کی تکلیف میں مزید اضافہ کرتے رہینگے 😉
#DailyMailApology","جن لوگوں کو نواز شریف اور مسلم لیگ ن سے تکلیف ہے
👇
انشاءاللہ ہم ان کی تکلیف میں مزید اضافہ کرتے رہینگے 😉
#DailyMailApology"
86038,@kyzady2 آمین ثم آمین یارب العالمین ماشاءاللہ ماشاءاللہ ماشاءاللہ,@kyzady2 آمین ثم آمین یارب العالمین ماشاءاللہ ماشاءاللہ ماشاءاللہ
86042,@HamzaSS وقت کے فرعونوں کو انشاءاللّٰہ سزا ملے گی۔ دیر ہے اندھیر نہیں۔,@HamzaSS وقت کے فرعونوں کو انشاء اللّٰہ سزا ملے گی۔ دیر ہے اندھیر نہیں۔
86052,@Kaleemullah98 ناظم صاحب گنجائش والے الفاظ اس اندھے قانون کے سامنے کچھ بھی نہیں ہے جہاں ملے مارو ان خنزیروں کو جیسے سالوں سے مسلسل اخوت پسند جمعیت کے دوست قربان ہوئے ہیں اگر جمعیت ایسے ان خنزیروں کو مارتی تو آج جمعیت پر دہشتگردی کالیبل لگا کر پابند لگ چکی ہوتی۔,@Kaleemullah98 ناظم صاحب گنجائش والے الفاظ اس اندھے قانون کے سامنے کچھ بھی نہیں ہے جہاں ملے مارو ان خنزیروں کو جیسے سالوں سے مسلسل اخوت پسند جمعیت کے دوست قربان ہوئے ہیں اگر جمعیت ایسے ان خنزیروں کو مارتی تو آج جمعیت پر دہشتگردی کالیبل لگا کر پابند لگ چکی ہوتی۔
86083,@RanaSanaullahPK رانا صاحب اتنا غرور اپنی طاقت کا مت کریں۔اللہ پاک انشاءاللہ آپ لوگوں کو نشان عبرت بنائیں گے میرا رب آخر تو رسی کھینچے گا انشاءاللہ ۔,@RanaSanaullahPK رانا صاحب اتنا غرور اپنی طاقت کا مت کریں۔اللہ پاک انشاءاللہ آپ لوگوں کو نشان عبرت بنائیں گے میرا رب آخر تو رسی کھینچے گا انشاءاللہ ۔
86137,"اللہ تعالیٰ قائد نوازشریف کو صحت تندرستی اور لمبی زندگی دیں آمین 
#NawazSharif ❤✌🏿❤ https://t.co/yvraJqkooV","اللہ تعالیٰ قائد نوازشریف کو صحت تندرستی اور لمبی زندگی دیں آمین 
#NawazSharif ❤✌🏿❤ https://t.co/yvraJqkooV"
86139,یہ ہیں ہمارے وزیراعظم پاکستان جناب میاں محمد شہباز شریف صاحب، اللہ ہمارے وزیراعظم شہباز شریف کو ہمیشہ سلامت رکھے آمین!!♥️✨ https://t.co/oRD46itGL6,یہ ہیں ہمارے وزیراعظم پاکستان جناب میاں محمد شہباز شریف صاحب، اللہ ہمارے وزیراعظم شہباز شریف کو ہمیشہ سلامت رکھے آمین!!♥️✨ https://t.co/oRD46itGL6
86143,"@MisbahHassan786 @fawadchaudhry جو تحریک انصاف کا تعلق رہا اسٹیبلشمنٹ سے وہ وہ ورکنگ ریلیشن شپ تھا یا "" فیض""؟🤔
اگر "" فیض"" تھا تو کونسا ؟","@MisbahHassan786 @fawadchaudhry جو تحریک انصاف کا تعلق رہا اسٹیبلشمنٹ سے وہ وہ ورکنگ ریلیشن شپ تھا یا "" فیض""؟🤔
اگر "" فیض"" تھا تو کونسا ؟"
86147,"“نئےصوبے بنانے والی کمیٹی کی ابھی کنفرم اطلاعات نھیں ھے، یے ایک پروپیگنڈا بھی ھوسکتا ھے، جب بنے گی تو اس کا مینڈیٹ بھی ضرور سامنے آئے گا۔ ابھی ھم اور اپ اس بات پر بیٹھ کر بحٹ کیوں کریں؟
رہنما پاکستان پیپلزپارٹی
سردار یاسر علی خان ببر صاحب
@BBhuttoZardari
 @PPP_Org 
@MBChandioPPP https://t.co/HFKC1MpONy","“نئے صوبے بنانے والی کمیٹی کی ابھی کنفرم اطلاعات نھیں ھے، یے ایک پروپیگنڈا بھی ھو سکتا ھے، جب بنے گی تو اس کا مینڈیٹ بھی ضرور سامنے آئے گا۔ ابھی ھم اور اپ اس بات پر بیٹھ کر بحٹ کیوں کریں؟ رہنما پاکستان پیپلز پارٹی
سردار یاسر علی خان ببر صاحب
@BBhuttoZardari
 @PPP_Org 
@MBChandioPPP "
86152,@ijazali7 @ChParvezElahi بالکل یہ چاہتاہے کہ تین ماہ نکل جائیں تاکہ کچھ ترقیاتی کام ہوجائیں اور ق لیگ کانام زندہ ہوجاۓ,@ijazali7 @ChParvezElahi بالکل یہ چاہتاہے کہ تین ماہ نکل جائیں تاکہ کچھ ترقیاتی کام ہوجائیں اور ق لیگ کانام زندہ ہوجاۓ
86181,@SaminaSays جب اوپر کے چار چھ لوگوں کے سر قلم کیے جائیں گے۔ انشاءاللہ,@SaminaSays جب اوپر کے چار چھ لوگوں کے سر قلم کیے جائیں گے۔ انشاءاللہ
86197,مولانا تماری ساری کی ساری زندگی پر لعنت اور تم بروز قیامت انشاءاللہ اللہ پاک کو حیساب دو گے انشاءاللہ جو تم نے سیلاب والوں کے ٹینٹ اپنے جلسے میں استمال کئے لعنت اس انسان پر جس نے تمیں پیدا کیا لعنت https://t.co/3S725Yf7wA,مولانا تماری ساری کی ساری زندگی پر لعنت اور تم بروز قیامت انشاءاللہ اللہ پاک کو حیساب دو گے انشاءاللہ جو تم نے سیلاب والوں کے ٹینٹ اپنے جلسے میں استمال کئے لعنت اس انسان پر جس نے تمیں پیدا کیا لعنت https://t.co/3S725Yf7wA
86240,@SamiSwati_ ٹیریان کے بھائی وہی ھے جس نے کیس داخل کیا اپنی بہن کیلئے کیس لڑتے ہیں لیکن عبدالعزیز کے آلے پر اٹھک بیھٹک کرنے والے کب ان پر کیس کرینگے کتنے فضلانڈوو کو اپنے آلے پر سوار کیا,@SamiSwati_ ٹیریان کے بھائی وہی ھے جس نے کیس داخل کیا اپنی بہن کیلئے کیس لڑتے ہیں لیکن عبدالعزیز کے آلے پر اٹھک بیھٹک کرنے والے کب ان پر کیس کرینگے کتنے فضلانڈوو کو اپنے آلے پر سوار کیا
86254,@NasrullahMalik1 جو بھی ہوجائے تم لوگ حرام خور تھے، ہیں اور رہیں گے.,@NasrullahMalik1 جو بھی ہوجائے تم لوگ حرام خور تھے، ہیں اور رہیں گے.
86276,"@OmarIffat صرف لندن ایڈیشن اس اہم خبر سےمحروم !
وجہ:لندن میں بغل بچوں کولفافےنہیں ملتےبلکہ جرمانےہوتےہیں https://t.co/0zFviNNS1C","@OmarIffat صرف لندن ایڈیشن اس اہم خبر سے محروم !
وجہ:لندن میں بغل بچوں کو لفافے نہیں ملتے بلکہ جرمانے ہوتے ہیں "
86303,"دیپالپور ۔ چوہدری اورنگزیب کی کاوش سے حلقہ این اے 137 کے لئیےترقیاتی پراجیکٹس کی منظوری:
 جن میں 
١۔ فخرٹاون تاصیفل پل 
٢۔ پیر دی ہٹی تا 37 ڈی۔
٣۔ آمنہ عبداللہ روڈ تارتہ کھنہ روڈ
۴۔ املی موتی تاپھلرون کمبوہ، کوٹ گومےخاں تک
۵۔ 40 ڈی اڈاتا40ڈی گاوں 
 اور40 ڈی شیلرتا 40ڈی گاوں https://t.co/gu5R9xYhb4","دیپالپور ۔ چوہدری اورنگزیب کی کاوش سے حلقہ این اے 137 کے لئیےترقیاتی پراجیکٹس کی منظوری:
 جن میں 
١۔ فخر ٹاون تا صیفل پل 
٢۔ پیر دی ہٹی تا 37 ڈی۔
٣۔ آمنہ عبد اللہ روڈ تا رتہ کھنہ روڈ
۴۔ املی موتی تا پھلرون کمبوہ، کوٹ گومے خاں تک
۵۔ 40 ڈی اڈا تا40 ڈی گاوں 
 اور40 ڈی شیلر تا 40ڈی گاوں "
86321,@asimawan13 میرے جیسے چوتیا  بھی ہیں جو امریکہ جا کر بھی واپس آ گئے اچھے دن آہیں گے کے چکر میں https://t.co/EIfZdiawic,"@asimawan13 میرے جیسے چوتیا  بھی ہیں جو امریکہ جا کر بھی واپس آ گئے اچھے دن آہیں گے کے چکر میں "
86324,تمام پاکستانیوں کو اس ظلم کے نظام کے خلاف کھڑا ہونا چاہئے. اور حاص کر سندھ حکومت کے خلاف جنہوں نے اعظم سواتی کے ساتھ بہت ظلم کیا.,تمام پاکستانیوں کو اس ظلم کے نظام کے خلاف کھڑا ہونا چاہئے. اور حاص کر سندھ حکومت کے خلاف جنہوں نے اعظم سواتی کے ساتھ بہت ظلم کیا.
86325,@Punjabi60510292 @AsifAli50583682 @Ariom_Elyon @astrayrenegade ہاہاہاہاہاہا ، خچر ایسے ہی کہتے، ایسا کر مرشد بارے اپنے کسی پنجابی لکھاری سے بات کر ، اس کی قدر و قیمت تم جیسوں کو کیا معلوم,@Punjabi60510292 @AsifAli50583682 @Ariom_Elyon @astrayrenegade ہاہاہاہاہاہا ، خچر ایسے ہی کہتے، ایسا کر مرشد بارے اپنے کسی پنجابی لکھاری سے بات کر ، اس کی قدر و قیمت تم جیسوں کو کیا معلوم
86340,کیسے بے شرم لوگ ہو تو گھٹیا قسم کے ان پڑھ جاہل ہو ایک عمران خان ہے جو فائر کھا کے علاج بھی پاکستان میں کروا اور کہہ رہا میں نے پاکستان سے نہیں جانا اور ایک یہ بسترا نزلہ کے علاج بھی بایر سے کرواتا اور یہ جاہل پٹواری جن کی قیمت ایک پلیٹ بریانی اس کو اپنا لیڈر سمجھتے ہیں جاہل https://t.co/vNsoiSz8tu,"کیسے بےشرم لوگ ہو تو گھٹیا قسم کے ان پڑھ جاہل ہو ایک عمران خان ہے جو فائر کھا کے علاج بھی پاکستان میں کروا اور کہہ رہا میں نے پاکستان سے نہیں جانا اور ایک یہ بسترا نزلہ کے علاج بھی بایر سے کرواتا اور یہ جاہل پٹواری جن کی قیمت ایک پلیٹ بریانی اس کو اپنا لیڈر سمجھتے ہیں جاہل "
86345,@MFS_Sayss ٹی ل پی کا اسلام سے کیا تعلق، دیکھا جائے تو بتوں کی پوجا تو ہندو مزہب میں ہوتی ہے۔ تو کیا بتوں کے پجاری ٹی ل پی کے جھنڈے کے نیچے ہندومت کا سکہ چلائیں گے۔ یہ پاکستان کے مسلمان ہونے نہیں دیں گے فاروق۔,@MFS_Sayss  ٹی ایل پی کا اسلام سے کیا تعلق ، دیکھا جائے تو بتوں کی پوجا تو ہندو مذہب میں ہوتی ہے ۔ تو کیا بتوں کے پجاری ٹی ایل پی کے جھنڈے کے نیچے ہندومت کا سکہ چلائیں گے ۔ یہ پاکستان کے مسلمان ہونے نہیں دیں گے فاروق ۔
86360,"@Shehzad65141448 @khurram143 کیا پبلش ہو رہا یوتھیا،صاحب او۔ 

مکتبے کیا پبلشر کر رہے ہیں 
اس کی نشاندہی کرو 

ممتاز قادری کو قاتل کہہ کر اس  کے نام پر  ووٹ لینے والا بھی تو لعنت کا حقدار ہے نا 

جس کو لگتا ہو ایم این ایز کا سیاسی پارٹی بدلنا 
شرک ہے وہ بھی تو،لعنت کا حقدار ہو سکتا ہے نا","@Shehzad65141448 @khurram143 کیا پبلش ہو رہا یوتھیا،صاحب او۔ 

مکتبے کیا پبلشر کر رہے ہیں 
اس کی نشاندہی کرو 

ممتاز قادری کو قاتل کہہ کر اس  کے نام پر  ووٹ لینے والا بھی تو لعنت کا حقدار ہے نا 

جس کو لگتا ہو ایم این ایز کا سیاسی پارٹی بدلنا 
شرک ہے وہ بھی تو،لعنت کا حقدار ہو سکتا ہے نا"
86381,"تحریک لبیک پاکستان کی جانب سے باغ مصطفیٰ گراؤنڈ حیدرآباد میں ہونیوالے ورکرز کنونشن کا آغاز ہوگیا ہے
#TLP_Promotion https://t.co/CXhUxiRxZv","تحریک لبیک پاکستان کی جانب سے باغ مصطفیٰ گراؤنڈ حیدرآباد میں ہونیوالے ورکرز کنونشن کا آغاز ہوگیا ہے
#TLP_Promotion https://t.co/CXhUxiRxZv"
86397,"وفاقی وزیر صحت عبدالقادر پٹیل وفاقی پارلیمانی سیکرٹری سید آغا رفیع اللہ نے سیلاب سے متاثرہ پولیو ورکرز میں امداد چیک تقسیم کیے اور بہترین کارکردگی دکھانے والے ورکرز میں سرٹیفکیٹ بھی تقسیم کیے۔
@A_Qadir_Patel @SyedAghaPPP","وفاقی وزیر صحت عبدالقادر پٹیل وفاقی پارلیمانی سیکرٹری سید آغا رفیع اللہ نے سیلاب سے متاثرہ پولیو ورکرز میں امداد چیک تقسیم کیے اور بہترین کارکردگی دکھانے والے ورکرز میں سرٹیفکیٹ بھی تقسیم کیے۔
@A_Qadir_Patel @SyedAghaPPP"
86398,"جومیرےساتھ ٹی ایل پی اورپی ٹی آئی والوں نےکیاہے۔پتہ نہیں ادارےاس ملک کےہیجڑےچلارہے ہیں.مجھے یقین نہیں تھا کہ مسلمان بھی ایسے ہوتے ہیں۔اور سرمعزرت کےساتھ اب برداشت سےباہر ہوگیاہے۔اب میراگزاراکسی ہتھیارکےبنا نہیں جومیں اب اٹھانےپہ مجبورہوگیاہوں
@NawazSharifMNS 
@CMShehbaz","جو میرے ساتھ ٹی ایل پی اور پی ٹی آئی والوں نے کیا ہے۔پتہ نہیں ادارے اس ملک کے ہیجڑے چلا رہے ہیں.مجھے یقین نہیں تھا کہ مسلمان بھی ایسے ہوتے ہیں۔اور سر معزرت کے ساتھ اب برداشت سے باہر ہو گیا ہے۔اب میرا گزارا کسی ہتھیار کے بنا نہیں جو میں اب اٹھانے پہ مجبور ہو گیا ہوں
@NawazSharifMNS 
@CMShehbaz"
86424,@soldierspeaks اگر اتنا ہی بے بس ہے حافظ صاحب تو استعفی دے اور گھر جائے ۔۔۔ تاکہ جنہوں نے اس ملک کو چودنا ہے وہ اپنے نام سے چودے,@soldierspeaks اگر اتنا ہی بےبس ہے حافظ صاحب تو استعفی دے اور گھر جائے ۔۔۔ تاکہ جنہوں نے اس ملک کو چودنا ہے وہ اپنے نام سے چودے
86448,سری لنکا چاہے ڈوب گیا ہے آج پاکستان سے غریب ہو گیا کوئی فرق نہیں پڑتا لیکن ان لوگوں کی قوم میں غیرت جاگی ان لوگوں نے چوروں کو ہٹایا ٹھیک ہوجائیں گے چار پانچ سال میں دس سال میں 20 سال میں چوروں کو ہٹا کے آج سری لنکا کی قوم آرام سے سوتی ہے,سری لنکا چاہے ڈوب گیا ہے آج پاکستان سے غریب ہو گیا کوئی فرق نہیں پڑتا لیکن ان لوگوں کی قوم میں غیرت جاگی ان لوگوں نے چوروں کو ہٹایا ٹھیک ہوجائیں گے چار پانچ سال میں دس سال میں 20 سال میں چوروں کو ہٹا کے آج سری لنکا کی قوم آرام سے سوتی ہے
86454,@ImranRiazKhan عمران بھائی یہ انتہائی گھٹیا اور جھوٹا شخص ہے بےغیرت ہے یہ,@ImranRiazKhan عمران بھائی یہ انتہائی گھٹیا اور جھوٹا شخص ہے بےغیرت ہے یہ
86456,"@SaleemKhanSafi پہلے اپنے جھوٹ کا جواب دو جس پر ناچ ناچ کر گھنگھرو توڑ دیئے۔تم لوگوں نے ڈیلی میل معافی پر جھوٹ بولا۔
ڈیلی میل نے شوباجاڈنگر کے داماد علی عمران اور بیٹی جویریہ عمران اور شوباجاڈنگر کی بیوی نصرت سے معافی کیوں نہیں مانگی۔ 
اور راضی نامہ کے نامعلوم ملین پاؤنڈ کس نے ادا کیئے؟ https://t.co/ztmkbk9XMX","@SaleemKhanSafi پہلے اپنے جھوٹ کا جواب دو جس پر ناچ ناچ کر گھنگھرو توڑ دیئے۔تم لوگوں نے ڈیلی میل معافی پر جھوٹ بولا۔
ڈیلی میل نے شوباجا ڈنگر کے داماد علی عمران اور بیٹی جویریہ عمران اور شوباجا ڈنگر کی بیوی نصرت سے معافی کیوں نہیں مانگی۔ 
اور راضی نامہ کے نامعلوم ملین پاؤنڈ کس نے ادا کیئے؟ "
86475,"جنرل خافظ عاصم منیر صاب جنرل باجوه کی پالسیاں ترک کرے یہ طالب والا گیم وہی ہےجوباجوہ غفورہ شکورہ کھیل رہاتھاایمل ولی خان کودھمکی ہمیں معلوم ہےکس نےدی ہےاگرایمل ولی خان کابال بھی بھاکاہواتوہم اینٹ سےاینٹ بجادےگےاس ریاست کی یہ کوٸی مذاق نہیں
1/4
#AimalWaliKhan 
#PashtunLivesMatter","جنرل خافظ عاصم منیر صاب جنرل باجوه کی پالسیاں ترک کرے یہ طالب والا گیم وہی ہے جو باجوہ غفورہ شکورہ کھیل رہا تھا ایمل ولی خان کو دھمکی ہمیں معلوم ہےکس نے دی ہے اگر ایمل ولی خان کابال بھی بھاکا ہوا تو ہم اینٹ سے اینٹ بجا دے گے اس ریاست کی یہ کوی مذاق نہیں

 
"
86479,@KashifAbasiFan ہاں جی بھائی تینوں ہی بے شرموں بے غیرتوں کے ہاتھوں میں ہے,@KashifAbasiFan ہاں جی بھائی تینوں ہی بےشرموں بےغیرتوں کے ہاتھوں میں ہے
86480,"جب تک انسان کا اندر باہر آشکار نہ کردے۔ لہذا کونسا الزام ہے جو نوازشریف اور مریم نواز پر نہیں لگایا، مریم نواز پر کیلبری فونٹ کا الزام لگایا، لیکن عمران خان کی اپنی جعلی رسیدیں نکل آئیں۔

حفیظ اللہ نیازی https://t.co/eyDkEQc8B9","جب تک انسان کا اندر باہر آشکار نہ کردے۔ لہذا کونسا الزام ہے جو نوازشریف اور مریم نواز پر نہیں لگایا، مریم نواز پر کیلبری فونٹ کا الزام لگایا، لیکن عمران خان کی اپنی جعلی رسیدیں نکل آئیں۔

حفیظ اللہ نیازی https://t.co/eyDkEQc8B9"
86483,"سرگودھا،تیز رفتار ٹریکٹر ٹرالی کی ٹکر سے موٹرسائیکل سوار نوجوان جاںبحق
https://t.co/GMczN9opxb","سرگودھا،تیز رفتار ٹریکٹر ٹرالی کی ٹکر سے موٹرسائیکل سوار نوجوان جاں بحق
"
86505,@khuram162 @balochi5252 غلط ہے یہ۔ باجوہ کا پراپیگنڈہ ہے۔ 2018 میں اسٹیبلشمنٹ نے اپنا جادو چلا کر خان کی جیتی سیٹیں کم کروائیں تاکہ خان 2/3 اکثریت نا لےسکے اور یہ اپنے بندے دے کر اپنے حساب سے کنٹرول کریں۔ خواجہ آصف کی سیٹ اس کی بہترین مثال ہے جب خواجہ ہار رہا تھا اور باجوہ کو فون کرکے جادو چلوایا۔,@khuram162 @balochi5252 غلط ہے یہ۔ باجوہ کا پراپیگنڈہ ہے۔ 2018 میں اسٹیبلشمنٹ نے اپنا جادو چلا کر خان کی جیتی سیٹیں کم کروائیں تاکہ خان 2/3 اکثریت نا لے سکے اور یہ اپنے بندے دے کر اپنے حساب سے کنٹرول کریں۔ خواجہ آصف کی سیٹ اس کی بہترین مثال ہے جب خواجہ ہار رہا تھا اور باجوہ کو فون کرکے جادو چلوایا۔
86510,@Gillbaba3o2 فار اور گل کی چوتیا پے باتیں کرکے دماغ کی ماں چود رہے ہیں۔ خدا حافظ پھر ملیں گے,@Gillbaba3o2 فار اور گل کی چوتیا پے باتیں کرکے دماغ کی ماںچود رہے ہیں۔ خدا حافظ پھر ملیں گے
86527,@HamidMirPAK باجوہ غدار نے کرپٹ۔چور۔بدمعاش اور لٹیروں کو عمران خان سے حکومت چھین کر ان لوگوں کے سپرد کیا۔ جس کے نتیجے میں ایک کمینی۔نیچ۔ ناآہل اور جا ہل عورت کو وزیر اطلاعات بنا دیا گیا۔ پنجاب کے ایک غنڈے کو جسکا نام رانا ثناءاللہ  ہے وزیر داخلہ بنا دیا۔,@HamidMirPAK باجوہ غدار نے کرپٹ۔چور۔بدمعاش اور لٹیروں کو عمران خان سے حکومت چھین کر ان لوگوں کے سپرد کیا۔ جس کے نتیجے میں ایک کمینی۔نیچ۔ ناآہل اور جا ہل عورت کو وزیر اطلاعات بنا دیا گیا۔ پنجاب کے ایک غنڈے کو جسکا نام رانا ثناءاللہ  ہے وزیر داخلہ بنا دیا۔
86528,@PakNation777 @dtnoorkhan @CMShehbaz @ImranKhanPTI یہ بھی منافقوں میں سے ہے۔ اسکی ارتنی جرات ہی نہیں کہ یہ سچ بول سکیں کہ اس ملک و قوم کی اس تباہی کاذمہ دار نیوٹرل امریکی غلام ہے,@PakNation777 @dtnoorkhan @CMShehbaz @ImranKhanPTI یہ بھی منافقوں میں سے ہے۔ اسکی ارتنی جرات ہی نہیں کہ یہ سچ بول سکیں کہ اس ملک و قوم کی اس تباہی کا ذمہ دار نیوٹرل امریکی غلام ہے
86530,@RanaSanaullahPK بزدل ہمت کر الیکشن کروا تیرا انتظار عوام ختم کرے گی ۔ خان مارے گا کم گھسیٹے گا زیادہ ابھی وہ تم سب کو گھسیٹ رہا ہے ویسے شرم سے ڈوب مرو تمہیں عوام اور پاکستان کی فکر کم اور اقتدار کی پرواہ زیادہ ہے خوف کےمارےالیکشن کروانےسےڈرتے ہو اور فوج کے کندھوں پر بیٹھ کربڑھکیں زیادہ مارتے ہو,@RanaSanaullahPK بزدل ہمت کر الیکشن کروا تیرا انتظار عوام ختم کرے گی ۔ خان مارے گا کم گھسیٹے گا زیادہ ابھی وہ تم سب کو گھسیٹ رہا ہے ویسے شرم سے ڈوب مرو تمہیں عوام اور پاکستان کی فکر کم اور اقتدار کی پرواہ زیادہ ہے خوف کے مارے الیکشن کروانے سے ڈرتے ہو اور فوج کے کندھوں پر بیٹھ کر بڑھکیں زیادہ مارتے ہو
86543,چلو بھر پانی لو اور اُس میں تم اپنے خاندان سمیت ڈوب کر مر جاؤ! https://t.co/nHOTXNrn2u,"چلو بھر پانی لو اور اُس میں تم اپنے خاندان سمیت ڈوب کر مر جاؤ ! "
86561,پیر سید مقدس حسین سجاد بخاری کے زیر صدارت سنی علماء اکرام کی اھم بیٹھک، سرکار دوعالم ﷺ  کا دین محبت اور بھائی چارے کا درس دیتا ہے ۔مفتی عبدالرحمن https://t.co/pBah8fMYlb https://t.co/Bm5T2D1mRl,پیر سید مقدس حسین سجاد بخاری کے زیر صدارت سنی علماء اکرام کی اھم بیٹھک، سرکار دوعالم ﷺ  کا دین محبت اور بھائی چارے کا درس دیتا ہے ۔مفتی عبدالرحمن https://t.co/pBah8fMYlb https://t.co/Bm5T2D1mRl
86578,@ehtashamraja ھاھاھاھھاھاھاھا اوے ایمپائروں میں تمہیں اپنے ہاتھ سے پھانسی دوں گا 😂😂😂,@ehtashamraja ھاھاھاھھاھاھاھا اوے ایمپائروں میں تمہیں اپنے ہاتھ سے پھانسی دوں گا 😂😂😂
86579,@ImranRiazFan1 او بہن چود کسی گشتی کے بچے اگر مرد ہے تو سامنے ا بہن چود کتا,@ImranRiazFan1 او بہن چود کسی گشتی کے بچے اگر مرد ہے تو سامنے ا بہن چور کتا
86583,ملک کا بیڑا عرق کردیا تم لوگ شاباس بولا کرو شرم کرو مریم کی چیلی. کب جاگوگی.. 🖐️🖐️🖐️🖐️🖐️ https://t.co/7YGBeuNGtT,"ملک کا بیڑا غرق کر دیا تم لوگ شاباش بولا کرو شرم کرو مریم کی چیلی . کب جاگو گی .. 🖐️🖐️🖐️🖐️🖐️ "
86585,@Zohaibkhan168 سر وہ پاور ھوس آپ کشمیریوں کو ڈبو کر منایا گیا تھا لیکن اس کا سوئچ جان بوجھ کر قابضوں منافقوں اور دلالوں نے اپنی حدود میں رکھا ھے ۔کیونکہ جو قبضہ گروپ ھوتا ھے وہ بہت دور کی سوچ رکھتا ھے,@Zohaibkhan168 سر وہ پاور ہاؤس آپ کشمیریوں کو ڈبو کر بنایا گیا تھا لیکن اس کا سوئچ جان بوجھ کر قابضوں منافقوں اور دلالوں نے اپنی حدود میں رکھا ھے ۔کیونکہ جو قبضہ گروپ ھوتا ھے وہ بہت دور کی سوچ رکھتا ھے
